contigID	contigLength	ExtractCompleteContig	PartialExtraction_Start	PartialExtraction_Stop
chrUn_KI270322v1	21476	0		
chrUn_KI270320v1	4416	0		
chrUn_KI270310v1	1201	0		
chrUn_KI270316v1	1444	0		
chrUn_KI270315v1	2276	0		
chrUn_KI270312v1	998	0		
chrUn_KI270311v1	12399	0		
chrUn_KI270317v1	37690	0		
chrUn_KI270412v1	1179	0		
chrUn_KI270411v1	2646	0		
chrUn_KI270414v1	2489	0		
chrUn_KI270419v1	1029	0		
chrUn_KI270418v1	2145	0		
chrUn_KI270420v1	2321	0		
chrUn_KI270424v1	2140	0		
chrUn_KI270417v1	2043	0		
chrUn_KI270422v1	1445	0		
chrUn_KI270423v1	981	0		
chrUn_KI270425v1	1884	0		
chrUn_KI270429v1	1361	0		
chrUn_KI270442v1	392061	0		
chrUn_KI270466v1	1233	0		
chrUn_KI270465v1	1774	0		
chrUn_KI270467v1	3920	0		
chrUn_KI270435v1	92983	0		
chrUn_KI270438v1	112505	0		
chrUn_KI270468v1	4055	0		
chrUn_KI270510v1	2415	0		
chrUn_KI270509v1	2318	0		
chrUn_KI270518v1	2186	0		
chrUn_KI270508v1	1951	0		
chrUn_KI270516v1	1300	0		
chrUn_KI270512v1	22689	0		
chrUn_KI270519v1	138126	0		
chrUn_KI270522v1	5674	0		
chrUn_KI270511v1	8127	0		
chrUn_KI270515v1	6361	0		
chrUn_KI270507v1	5353	0		
chrUn_KI270517v1	3253	0		
chrUn_KI270529v1	1899	0		
chrUn_KI270528v1	2983	0		
chrUn_KI270530v1	2168	0		
chrUn_KI270539v1	993	0		
chrUn_KI270538v1	91309	0		
chrUn_KI270544v1	1202	0		
chrUn_KI270548v1	1599	0		
chrUn_KI270583v1	1400	0		
chrUn_KI270587v1	2969	0		
chrUn_KI270580v1	1553	0		
chrUn_KI270581v1	7046	0		
chrUn_KI270579v1	31033	0		
chrUn_KI270589v1	44474	0		
chrUn_KI270590v1	4685	0		
chrUn_KI270584v1	4513	0		
chrUn_KI270582v1	6504	0		
chrUn_KI270588v1	6158	0		
chrUn_KI270593v1	3041	0		
chrUn_KI270591v1	5796	0		
chrUn_KI270330v1	1652	0		
chrUn_KI270329v1	1040	0		
chrUn_KI270334v1	1368	0		
chrUn_KI270333v1	2699	0		
chrUn_KI270335v1	1048	0		
chrUn_KI270338v1	1428	0		
chrUn_KI270340v1	1428	0		
chrUn_KI270336v1	1026	0		
chrUn_KI270337v1	1121	0		
chrUn_KI270363v1	1803	0		
chrUn_KI270364v1	2855	0		
chrUn_KI270362v1	3530	0		
chrUn_KI270366v1	8320	0		
chrUn_KI270378v1	1048	0		
chrUn_KI270379v1	1045	0		
chrUn_KI270389v1	1298	0		
chrUn_KI270390v1	2387	0		
chrUn_KI270387v1	1537	0		
chrUn_KI270395v1	1143	0		
chrUn_KI270396v1	1880	0		
chrUn_KI270388v1	1216	0		
chrUn_KI270394v1	970	0		
chrUn_KI270386v1	1788	0		
chrUn_KI270391v1	1484	0		
chrUn_KI270383v1	1750	0		
chrUn_KI270393v1	1308	0		
chrUn_KI270384v1	1658	0		
chrUn_KI270392v1	971	0		
chrUn_KI270381v1	1930	0		
chrUn_KI270385v1	990	0		
chrUn_KI270382v1	4215	0		
chrUn_KI270376v1	1136	0		
chrUn_KI270374v1	2656	0		
chrUn_KI270372v1	1650	0		
chrUn_KI270373v1	1451	0		
chrUn_KI270375v1	2378	0		
chrUn_KI270371v1	2805	0		
chrUn_KI270448v1	7992	0		
chrUn_KI270521v1	7642	0		
chrUn_GL000195v1	182896	0		
chrUn_GL000219v1	179198	0		
chrUn_GL000220v1	161802	0		
chrUn_GL000224v1	179693	0		
chrUn_KI270741v1	157432	0		
chrUn_GL000226v1	15008	0		
chrUn_GL000213v1	164239	0		
chrUn_KI270743v1	210658	0		
chrUn_KI270744v1	168472	0		
chrUn_KI270745v1	41891	0		
chrUn_KI270746v1	66486	0		
chrUn_KI270747v1	198735	0		
chrUn_KI270748v1	93321	0		
chrUn_KI270749v1	158759	0		
chrUn_KI270750v1	148850	0		
chrUn_KI270751v1	150742	0		
chrUn_KI270752v1	27745	0		
chrUn_KI270753v1	62944	0		
chrUn_KI270754v1	40191	0		
chrUn_KI270755v1	36723	0		
chrUn_KI270756v1	79590	0		
chrUn_KI270757v1	71251	0		
chrUn_GL000214v1	137718	0		
chrUn_KI270742v1	186739	0		
chrUn_GL000216v2	176608	0		
chrUn_GL000218v1	161147	0		
chrEBV	171823	0		
*	0	1		
